,period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,total-consumption-btu,total-consumption-btu-units
2256,2009-06,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.40053,million MMBtu
2257,2009-06,US,U.S. Total,3,IPP CHP,ALL,all fuels,142.22601,million MMBtu
2258,2009-06,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3244.62847,million MMBtu
2259,2009-06,US,U.S. Total,7,Industrial CHP,ALL,all fuels,225.34255,million MMBtu
2260,2009-06,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.16152,million MMBtu
2261,2009-06,US,U.S. Total,96,All Commercial,ALL,all fuels,14.56205,million MMBtu
2262,2009-06,US,U.S. Total,97,All Industrial,ALL,all fuels,230.91955,million MMBtu
2263,2009-06,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.18429,million MMBtu
2264,2009-06,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1225.97449,million MMBtu
2265,2009-06,US,U.S. Total,99,All Sectors,ALL,all fuels,3632.33608,million MMBtu
2266,2009-06,US,U.S. Total,98,Electric Power,ALL,all fuels,3386.85448,million MMBtu
2267,2009-06,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,5.57699,million MMBtu
2268,2009-05,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.21337,million MMBtu
2269,2009-05,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,5.81623,million MMBtu
2270,2009-05,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1120.3902,million MMBtu
2271,2009-05,US,U.S. Total,95,Coal Consumption,ALL,all fuels,5.82791,million MMBtu
2272,2009-05,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.51437,million MMBtu
2273,2009-05,US,U.S. Total,1,Electric Utility,ALL,all fuels,1920.9557,million MMBtu
2274,2009-05,US,U.S. Total,7,Industrial CHP,ALL,all fuels,217.40431,million MMBtu
2275,2009-05,US,U.S. Total,98,Electric Power,ALL,all fuels,3041.3459,million MMBtu
2276,2009-05,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,985.03557,million MMBtu
2277,2009-05,US,U.S. Total,99,All Sectors,ALL,all fuels,3278.29418,million MMBtu
2278,2009-05,US,U.S. Total,3,IPP CHP,ALL,all fuels,135.35463,million MMBtu
2279,2009-05,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2905.99126,million MMBtu
2280,2009-05,US,U.S. Total,97,All Industrial,ALL,all fuels,223.22054,million MMBtu
2281,2009-05,US,U.S. Total,96,All Commercial,ALL,all fuels,13.72774,million MMBtu
2282,2009-04,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,5.43275,million MMBtu
2283,2009-04,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.27847,million MMBtu
2284,2009-04,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2691.72046,million MMBtu
2285,2009-04,US,U.S. Total,3,IPP CHP,ALL,all fuels,127.54122,million MMBtu
2286,2009-04,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,932.4871,million MMBtu
2287,2009-04,US,U.S. Total,1,Electric Utility,ALL,all fuels,1759.23335,million MMBtu
2288,2009-04,US,U.S. Total,98,Electric Power,ALL,all fuels,2819.26168,million MMBtu
2289,2009-04,US,U.S. Total,7,Industrial CHP,ALL,all fuels,209.65698,million MMBtu
2290,2009-04,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.36516,million MMBtu
2291,2009-04,US,U.S. Total,99,All Sectors,ALL,all fuels,3047.99504,million MMBtu
2292,2009-04,US,U.S. Total,96,All Commercial,ALL,all fuels,13.64363,million MMBtu
2293,2009-04,US,U.S. Total,97,All Industrial,ALL,all fuels,215.08974,million MMBtu
2294,2009-04,US,U.S. Total,95,Coal Consumption,ALL,all fuels,5.87114,million MMBtu
2295,2009-04,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1060.02832,million MMBtu
2296,2009-03,US,U.S. Total,3,IPP CHP,ALL,all fuels,145.11802,million MMBtu
2297,2009-03,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.92864,million MMBtu
2298,2009-03,US,U.S. Total,99,All Sectors,ALL,all fuels,3262.49788,million MMBtu
2299,2009-03,US,U.S. Total,97,All Industrial,ALL,all fuels,231.57307,million MMBtu
2300,2009-03,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1007.91389,million MMBtu
2301,2009-03,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1153.03192,million MMBtu
2302,2009-03,US,U.S. Total,1,Electric Utility,ALL,all fuels,1862.56916,million MMBtu
2303,2009-03,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,4.77547,million MMBtu
2304,2009-03,US,U.S. Total,98,Electric Power,ALL,all fuels,3015.60108,million MMBtu
2305,2009-03,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2870.48305,million MMBtu
2306,2009-03,US,U.S. Total,7,Industrial CHP,ALL,all fuels,226.7976,million MMBtu
2307,2009-03,US,U.S. Total,95,Coal Consumption,ALL,all fuels,5.84102,million MMBtu
2308,2009-03,US,U.S. Total,96,All Commercial,ALL,all fuels,15.32374,million MMBtu
2309,2009-03,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.3951,million MMBtu
2310,2009-02,US,U.S. Total,95,Coal Consumption,ALL,all fuels,5.84729,million MMBtu
2311,2009-02,US,U.S. Total,1,Electric Utility,ALL,all fuels,1812.91727,million MMBtu
2312,2009-02,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.49986,million MMBtu
2313,2009-02,US,U.S. Total,7,Industrial CHP,ALL,all fuels,214.92082,million MMBtu
2314,2009-02,US,U.S. Total,96,All Commercial,ALL,all fuels,14.53692,million MMBtu
2315,2009-02,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1112.29129,million MMBtu
2316,2009-02,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2786.35464,million MMBtu
2317,2009-02,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.03706,million MMBtu
2318,2009-02,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,3.37514,million MMBtu
2319,2009-02,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,973.43737,million MMBtu
2320,2009-02,US,U.S. Total,98,Electric Power,ALL,all fuels,2925.20856,million MMBtu
2321,2009-02,US,U.S. Total,99,All Sectors,ALL,all fuels,3158.04145,million MMBtu
2322,2009-02,US,U.S. Total,3,IPP CHP,ALL,all fuels,138.85392,million MMBtu
2323,2009-02,US,U.S. Total,97,All Industrial,ALL,all fuels,218.29596,million MMBtu
2324,2009-01,US,U.S. Total,96,All Commercial,ALL,all fuels,17.26707,million MMBtu
2325,2009-01,US,U.S. Total,1,Electric Utility,ALL,all fuels,2193.68632,million MMBtu
2326,2009-01,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.91775,million MMBtu
2327,2009-01,US,U.S. Total,7,Industrial CHP,ALL,all fuels,234.22267,million MMBtu
2328,2009-01,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.34932,million MMBtu
2329,2009-01,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.91487,million MMBtu
2330,2009-01,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3328.20064,million MMBtu
2331,2009-01,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1289.82405,million MMBtu
2332,2009-01,US,U.S. Total,3,IPP CHP,ALL,all fuels,155.30973,million MMBtu
2333,2009-01,US,U.S. Total,98,Electric Power,ALL,all fuels,3483.51037,million MMBtu
2334,2009-01,US,U.S. Total,97,All Industrial,ALL,all fuels,238.60612,million MMBtu
2335,2009-01,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,4.38345,million MMBtu
2336,2009-01,US,U.S. Total,99,All Sectors,ALL,all fuels,3739.38357,million MMBtu
2337,2009-01,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1134.51432,million MMBtu
2338,2008-12,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1275.27885,million MMBtu
2339,2008-12,US,U.S. Total,7,Industrial CHP,ALL,all fuels,223.89462,million MMBtu
2340,2008-12,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.50592,million MMBtu
2341,2008-12,US,U.S. Total,97,All Industrial,ALL,all fuels,228.6231,million MMBtu
2342,2008-12,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3239.14489,million MMBtu
2343,2008-12,US,U.S. Total,99,All Sectors,ALL,all fuels,3630.00292,million MMBtu
2344,2008-12,US,U.S. Total,98,Electric Power,ALL,all fuels,3385.98473,million MMBtu
2345,2008-12,US,U.S. Total,3,IPP CHP,ALL,all fuels,146.83984,million MMBtu
2346,2008-12,US,U.S. Total,96,All Commercial,ALL,all fuels,15.39509,million MMBtu
2347,2008-12,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,4.72848,million MMBtu
2348,2008-12,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1128.43901,million MMBtu
2349,2008-12,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.45194,million MMBtu
2350,2008-12,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.94315,million MMBtu
2351,2008-12,US,U.S. Total,1,Electric Utility,ALL,all fuels,2110.70588,million MMBtu
2352,2008-11,US,U.S. Total,96,All Commercial,ALL,all fuels,13.80258,million MMBtu
2353,2008-11,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1166.52303,million MMBtu
2354,2008-11,US,U.S. Total,7,Industrial CHP,ALL,all fuels,224.6981,million MMBtu
2355,2008-11,US,U.S. Total,3,IPP CHP,ALL,all fuels,134.59854,million MMBtu
2356,2008-11,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1031.92449,million MMBtu
2357,2008-11,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2893.34017,million MMBtu
2358,2008-11,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.88042,million MMBtu
2359,2008-11,US,U.S. Total,98,Electric Power,ALL,all fuels,3027.93871,million MMBtu
2360,2008-11,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,5.2079,million MMBtu
2361,2008-11,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.92216,million MMBtu
2362,2008-11,US,U.S. Total,1,Electric Utility,ALL,all fuels,1861.41568,million MMBtu
2363,2008-11,US,U.S. Total,99,All Sectors,ALL,all fuels,3271.64728,million MMBtu
2364,2008-11,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.95199,million MMBtu
2365,2008-11,US,U.S. Total,97,All Industrial,ALL,all fuels,229.906,million MMBtu
2366,2008-10,US,U.S. Total,98,Electric Power,ALL,all fuels,3092.34192,million MMBtu
2367,2008-10,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.65018,million MMBtu
2368,2008-10,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.74664,million MMBtu
2369,2008-10,US,U.S. Total,97,All Industrial,ALL,all fuels,241.43719,million MMBtu
2370,2008-10,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.75255,million MMBtu
2371,2008-10,US,U.S. Total,7,Industrial CHP,ALL,all fuels,234.22402,million MMBtu
2372,2008-10,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2952.27917,million MMBtu
2373,2008-10,US,U.S. Total,1,Electric Utility,ALL,all fuels,1889.3177,million MMBtu
2374,2008-10,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,7.21317,million MMBtu
2375,2008-10,US,U.S. Total,96,All Commercial,ALL,all fuels,13.39681,million MMBtu
2376,2008-10,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1203.02422,million MMBtu
2377,2008-10,US,U.S. Total,3,IPP CHP,ALL,all fuels,140.06275,million MMBtu
2378,2008-10,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1062.96147,million MMBtu
2379,2008-10,US,U.S. Total,99,All Sectors,ALL,all fuels,3347.17592,million MMBtu
2380,2008-09,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1257.88558,million MMBtu
2381,2008-09,US,U.S. Total,99,All Sectors,ALL,all fuels,3550.0807,million MMBtu
2382,2008-09,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.10856,million MMBtu
2383,2008-09,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1109.44722,million MMBtu
2384,2008-09,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.76527,million MMBtu
2385,2008-09,US,U.S. Total,7,Industrial CHP,ALL,all fuels,221.51523,million MMBtu
2386,2008-09,US,U.S. Total,1,Electric Utility,ALL,all fuels,2049.84988,million MMBtu
2387,2008-09,US,U.S. Total,98,Electric Power,ALL,all fuels,3307.73546,million MMBtu
2388,2008-09,US,U.S. Total,97,All Industrial,ALL,all fuels,228.35082,million MMBtu
2389,2008-09,US,U.S. Total,96,All Commercial,ALL,all fuels,13.99441,million MMBtu
2390,2008-09,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.88585,million MMBtu
2391,2008-09,US,U.S. Total,3,IPP CHP,ALL,all fuels,148.43836,million MMBtu
2392,2008-09,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,6.83559,million MMBtu
2393,2008-09,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3159.2971,million MMBtu
2394,2008-08,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3614.23573,million MMBtu
2395,2008-08,US,U.S. Total,97,All Industrial,ALL,all fuels,257.62135,million MMBtu
2396,2008-08,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.12465,million MMBtu
2397,2008-08,US,U.S. Total,7,Industrial CHP,ALL,all fuels,249.6781,million MMBtu
2398,2008-08,US,U.S. Total,3,IPP CHP,ALL,all fuels,174.83139,million MMBtu
2399,2008-08,US,U.S. Total,98,Electric Power,ALL,all fuels,3789.06712,million MMBtu
2400,2008-08,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,7.94325,million MMBtu
2401,2008-08,US,U.S. Total,96,All Commercial,ALL,all fuels,15.06375,million MMBtu
2402,2008-08,US,U.S. Total,95,Coal Consumption,ALL,all fuels,8.60174,million MMBtu
2403,2008-08,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1263.60693,million MMBtu
2404,2008-08,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.9391,million MMBtu
2405,2008-08,US,U.S. Total,1,Electric Utility,ALL,all fuels,2350.6288,million MMBtu
2406,2008-08,US,U.S. Total,99,All Sectors,ALL,all fuels,4061.75221,million MMBtu
2407,2008-08,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1438.43832,million MMBtu
2408,2008-07,US,U.S. Total,96,All Commercial,ALL,all fuels,15.37052,million MMBtu
2409,2008-07,US,U.S. Total,7,Industrial CHP,ALL,all fuels,251.55654,million MMBtu
2410,2008-07,US,U.S. Total,98,Electric Power,ALL,all fuels,3939.15115,million MMBtu
2411,2008-07,US,U.S. Total,99,All Sectors,ALL,all fuels,4214.18203,million MMBtu
2412,2008-07,US,U.S. Total,95,Coal Consumption,ALL,all fuels,8.04247,million MMBtu
2413,2008-07,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1493.14711,million MMBtu
2414,2008-07,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,8.10383,million MMBtu
2415,2008-07,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.37811,million MMBtu
2416,2008-07,US,U.S. Total,3,IPP CHP,ALL,all fuels,179.72031,million MMBtu
2417,2008-07,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.99241,million MMBtu
2418,2008-07,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1313.4268,million MMBtu
2419,2008-07,US,U.S. Total,1,Electric Utility,ALL,all fuels,2446.00403,million MMBtu
2420,2008-07,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3759.43083,million MMBtu
2421,2008-07,US,U.S. Total,97,All Industrial,ALL,all fuels,259.66037,million MMBtu
2422,2008-06,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,7.78117,million MMBtu
2423,2008-06,US,U.S. Total,7,Industrial CHP,ALL,all fuels,237.82059,million MMBtu
2424,2008-06,US,U.S. Total,97,All Industrial,ALL,all fuels,245.60176,million MMBtu
2425,2008-06,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.01846,million MMBtu
2426,2008-06,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.94629,million MMBtu
2427,2008-06,US,U.S. Total,1,Electric Utility,ALL,all fuels,2301.81504,million MMBtu
2428,2008-06,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1361.69903,million MMBtu
2429,2008-06,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.51453,million MMBtu
2430,2008-06,US,U.S. Total,3,IPP CHP,ALL,all fuels,161.52256,million MMBtu
2431,2008-06,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1200.17647,million MMBtu
2432,2008-06,US,U.S. Total,96,All Commercial,ALL,all fuels,14.53298,million MMBtu
2433,2008-06,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3501.99151,million MMBtu
2434,2008-06,US,U.S. Total,99,All Sectors,ALL,all fuels,3923.64881,million MMBtu
2435,2008-06,US,U.S. Total,98,Electric Power,ALL,all fuels,3663.51407,million MMBtu
2436,2008-05,US,U.S. Total,5,Commercial CHP,ALL,all fuels,10.83607,million MMBtu
2437,2008-05,US,U.S. Total,97,All Industrial,ALL,all fuels,251.20011,million MMBtu
2438,2008-05,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.52557,million MMBtu
2439,2008-05,US,U.S. Total,3,IPP CHP,ALL,all fuels,135.83073,million MMBtu
2440,2008-05,US,U.S. Total,7,Industrial CHP,ALL,all fuels,243.56459,million MMBtu
2441,2008-05,US,U.S. Total,1,Electric Utility,ALL,all fuels,2059.22001,million MMBtu
2442,2008-05,US,U.S. Total,98,Electric Power,ALL,all fuels,3200.98147,million MMBtu
2443,2008-05,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1005.93073,million MMBtu
2444,2008-05,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3065.15074,million MMBtu
2445,2008-05,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1141.76146,million MMBtu
2446,2008-05,US,U.S. Total,96,All Commercial,ALL,all fuels,12.85464,million MMBtu
2447,2008-05,US,U.S. Total,99,All Sectors,ALL,all fuels,3465.03622,million MMBtu
2448,2008-05,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.01857,million MMBtu
2449,2008-05,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,7.63552,million MMBtu
2450,2008-04,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.92921,million MMBtu
2451,2008-04,US,U.S. Total,97,All Industrial,ALL,all fuels,246.23015,million MMBtu
2452,2008-04,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1098.60623,million MMBtu
2453,2008-04,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.38728,million MMBtu
2454,2008-04,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.9948,million MMBtu
2455,2008-04,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2836.12605,million MMBtu
2456,2008-04,US,U.S. Total,96,All Commercial,ALL,all fuels,13.38208,million MMBtu
2457,2008-04,US,U.S. Total,98,Electric Power,ALL,all fuels,2979.37825,million MMBtu
2458,2008-04,US,U.S. Total,7,Industrial CHP,ALL,all fuels,238.91621,million MMBtu
2459,2008-04,US,U.S. Total,99,All Sectors,ALL,all fuels,3238.99048,million MMBtu
2460,2008-04,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,7.31394,million MMBtu
2461,2008-04,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,955.35403,million MMBtu
2462,2008-04,US,U.S. Total,3,IPP CHP,ALL,all fuels,143.2522,million MMBtu
2463,2008-04,US,U.S. Total,1,Electric Utility,ALL,all fuels,1880.77202,million MMBtu
2464,2008-03,US,U.S. Total,3,IPP CHP,ALL,all fuels,150.33343,million MMBtu
2465,2008-03,US,U.S. Total,7,Industrial CHP,ALL,all fuels,249.19456,million MMBtu
2466,2008-03,US,U.S. Total,98,Electric Power,ALL,all fuels,3181.53157,million MMBtu
2467,2008-03,US,U.S. Total,97,All Industrial,ALL,all fuels,256.53802,million MMBtu
2468,2008-03,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.59924,million MMBtu
2469,2008-03,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1200.74608,million MMBtu
2470,2008-03,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,7.34347,million MMBtu
2471,2008-03,US,U.S. Total,99,All Sectors,ALL,all fuels,3452.47377,million MMBtu
2472,2008-03,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3031.19814,million MMBtu
2473,2008-03,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.47933,million MMBtu
2474,2008-03,US,U.S. Total,96,All Commercial,ALL,all fuels,14.40419,million MMBtu
2475,2008-03,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.92486,million MMBtu
2476,2008-03,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1050.41265,million MMBtu
2477,2008-03,US,U.S. Total,1,Electric Utility,ALL,all fuels,1980.78549,million MMBtu
2478,2008-02,US,U.S. Total,3,IPP CHP,ALL,all fuels,148.07323,million MMBtu
2479,2008-02,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3033.97307,million MMBtu
2480,2008-02,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1029.05175,million MMBtu
2481,2008-02,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.75249,million MMBtu
2482,2008-02,US,U.S. Total,7,Industrial CHP,ALL,all fuels,252.85398,million MMBtu
2483,2008-02,US,U.S. Total,96,All Commercial,ALL,all fuels,14.49988,million MMBtu
2484,2008-02,US,U.S. Total,98,Electric Power,ALL,all fuels,3182.0463,million MMBtu
2485,2008-02,US,U.S. Total,97,All Industrial,ALL,all fuels,258.32738,million MMBtu
2486,2008-02,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1177.12498,million MMBtu
2487,2008-02,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,5.4734,million MMBtu
2488,2008-02,US,U.S. Total,1,Electric Utility,ALL,all fuels,2004.92132,million MMBtu
2489,2008-02,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.72988,million MMBtu
2490,2008-02,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.77,million MMBtu
2491,2008-02,US,U.S. Total,99,All Sectors,ALL,all fuels,3454.87355,million MMBtu
2492,2008-01,US,U.S. Total,3,IPP CHP,ALL,all fuels,170.90999,million MMBtu
2493,2008-01,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,1.86033,million MMBtu
2494,2008-01,US,U.S. Total,7,Industrial CHP,ALL,all fuels,284.20564,million MMBtu
2495,2008-01,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1302.67408,million MMBtu
2496,2008-01,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.62093,million MMBtu
2497,2008-01,US,U.S. Total,1,Electric Utility,ALL,all fuels,2228.35822,million MMBtu
2498,2008-01,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1131.7641,million MMBtu
2499,2008-01,US,U.S. Total,99,All Sectors,ALL,all fuels,3836.73075,million MMBtu
2500,2008-01,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3360.12232,million MMBtu
2501,2008-01,US,U.S. Total,96,All Commercial,ALL,all fuels,15.96986,million MMBtu
2502,2008-01,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.10953,million MMBtu
2503,2008-01,US,U.S. Total,98,Electric Power,ALL,all fuels,3531.03231,million MMBtu
2504,2008-01,US,U.S. Total,97,All Industrial,ALL,all fuels,289.72858,million MMBtu
2505,2008-01,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,5.52294,million MMBtu
